provnum	stabbrev	deaths_per_bed	nh_covid_deaths	bedcert	tract_density	tract_housing_density	tract_pt_share_u50k	tract_pt_share	tract_pt_share_hc	tract_pov_share	tract_med_income	tract_white_share	tract_black_share	tract_white_nh_share	tract_share_frontline	tract_data	tract_share_nonwhite	tract_pred_nh_pt_share
"555485"	"CA"	0	0	70	3814.11	3.174951	.0115664	.0125932	.0918362	.2508448	28461.57	.6953324	.0521226	.3551528	.263982	1	.3046676	.0177313
"056288"	"CA"	0	0	124	4129.407	3.113436	.0138118	.0122024	.1062083	.2219608	30791.4	.7008273	.0377935	.3746576	.2651883	1	.2991727	.017459
"055410"	"CA"	12.03008	16	133	3391.423	3.213506	.0084948	.0084921	.1035227	.2712945	27895.1	.6962121	.048603	.3298577	.2666486	1	.3037879	.0141835
"555222"	"CA"	0	0	99	2626.042	2.485788	.0154423	.0180147	.0999587	.2107559	25773.13	.7526396	.0229892	.6540115	.2893143	1	.2473604	.0446747
"055499"	"CA"	0	0	90	1726.076	2.497642	.0111115	.0124824	.1028486	.2086089	25590.56	.7670754	.021107	.6639379	.2839716	1	.2329246	.0400234
"555490"	"CA"	0	0	99	1883.17	2.544708	.0188877	.0176647	.0773297	.3268116	23207.1	.7167714	.0392593	.6270561	.2968015	1	.2832286	.0806698
"056231"	"CA"	0	0	96	620.6871	2.250282	.0092252	.0102855	.064686	.2526174	29938.67	.8520731	.0166896	.7761015	.2046515	1	.1479269	.0026454
"555579"	"CA"	0	0	254	9415.347	3.241808	.0470125	.0396107	.0971934	.1571842	33614.2	.6008951	.0485468	.3487475	.2822449	1	.3991049	.0505933
"056031"	"CA"	0	0	121														
"555130"	"CA"	12.03008	16	133	15839.56	3.637846	.0729442	.0630955	.0978294	.2868568	24576.2	.5469401	.0706922	.1299825	.3526695	1	.4530599	.0587537
"056308"	"CA"	0	0	161	11538.03	3.35327	.053867	.0432288	.1090786	.1968834	30752.27	.450572	.0889203	.1939103	.3108479	1	.549428	.0376576
"055670"	"CA"	7.051282	5.5	78	13841.67	3.010623	.069889	.0584557	.085137	.2058882	30759.08	.6079979	.042175	.3872567	.2759773	1	.3920021	.0944736
"056313"	"CA"	5.555556	5.5	99	12554.4	3.252148	.0595415	.0486265	.0924091	.1696521	31469.2	.4617143	.1118932	.2199316	.3019316	1	.5382857	.0427301
"555312"	"CA"	0	0	27	12546.74	3.270197	.0703953	.0613305	.096171	.2106094	29757.95	.514048	.0512062	.2230254	.2975967	1	.485952	.0743585
"056331"	"CA"	0	0	54	9181.857	3.488004	.0398686	.0369675	.0752136	.1341549	29803.6	.4815609	.0316933	.1872331	.3008463	1	.5184392	.0516574
"055519"	"CA"	5.555556	5.5	99	12425.99	3.570309	.048296	.0412235	.0893441	.193343	26815.79	.4864774	.0749076	.1403847	.3314978	1	.5135226	.0576202
"055430"	"CA"	3.4375	5.5	160	8647.744	3.377596	.0265029	.0267338	.0936221	.1346846	31314.51	.5393646	.0275567	.2477769	.3024518	1	.4606354	.0392807
"055253"	"CA"	0	0	156	14954.94	3.065346	.1101299	.0949523	.085998	.2519449	29393.48	.4402148	.1568656	.2160336	.285944	1	.5597851	.138209
"055013"	"CA"	3.313253	5.5	166	13006.6	3.157605	.0676784	.0561607	.1017396	.2072438	30086.2	.5694306	.052208	.326548	.2821165	1	.4305694	.0668329
"555832"	"CA"	11.45833	5.5	48	8495.743	3.522902	.0439762	.038119	.1145596	.1521594	29971.31	.4559657	.0337082	.1753598	.3150238	1	.5440342	.0418255
"056150"	"CA"	6.626506	5.5	83	12585.8	3.377727	.0544115	.0449873	.0862966	.1944343	29184.5	.473127	.1058679	.2063572	.3070869	1	.526873	.0419637
"555700"	"CA"	3.666667	5.5	150	17310.04	2.832142	.1141017	.0912092	.0929351	.2034816	32524.06	.5236573	.0968501	.3136664	.2577225	1	.4763427	.1212409
"555040"	"CA"	0	0	40	17270.12	3.340074	.1081441	.0888275	.0882564	.2700689	24830.6	.4128305	.1922788	.1507609	.3222917	1	.5871695	.1003557
"056192"	"CA"	4.330709	5.5	127	10825.53	3.196872	.0455938	.0377301	.0937063	.1771408	32709.74	.4525953	.0852692	.2350211	.3006096	1	.5474048	.0407885
"555814"	"CA"	0	0	204	13115.76	3.43166	.0670395	.0572787	.1031575	.2046129	28533.97	.5590668	.0476712	.2540748	.3066856	1	.4409332	.0668854
"05A269"	"CA"	0	0	77														
"055608"	"CA"	7.971015	5.5	69														
"056431"	"CA"	0	0	241	8077.665	3.517199	.0290939	.0279193	.1009206	.1841094	29696.29	.5206274	.0660124	.2252431	.3139775	1	.4793726	.0323032
"055170"	"CA"	5.555556	5.5	99	10889.36	3.42376	.0470275	.0403239	.0930298	.1929572	27971.63	.4810247	.0510899	.1894272	.3152674	1	.5189754	.050963
"555787"	"CA"	0	0	36	7811.129	3.280319	.0320948	.0271406	.10272	.1380126	33450.79	.5148641	.0512924	.2566614	.2973698	1	.4851359	.0395452
"056143"	"CA"	20.75472	11	53	15321.07	3.223756	.082238	.0689264	.0930161	.2543033	28542.45	.3883807	.2337644	.1496604	.3072163	1	.6116194	.0752223
"056124"	"CA"	7.222222	13	180	12616.92	3.028074	.0581652	.0478508	.0863627	.1612273	32925.5	.5881263	.061567	.3754706	.261554	1	.4118737	.0654009
"555199"	"CA"	0	0	48	9470.623	3.567949	.0362291	.0339054	.1033295	.1622889	29824.83	.4660667	.0304723	.1978534	.3130015	1	.5339333	.0544643
"055350"	"CA"	6.043956	5.5	91	15541.59	2.939002	.0761491	.0589126	.0866644	.183931	34795.82	.4943524	.1532442	.2882358	.2635815	1	.5056477	.0747834
"056127"	"CA"	0	0	99	10502.44	3.295534	.0475866	.0416725	.0956783	.2019709	28753.17	.454769	.0412213	.2051257	.2904453	1	.545231	.0549446
"555375"	"CA"	2.763819	5.5	199	14269.05	3.450859	.0561206	.0467154	.1059604	.2216679	26501.28	.439244	.1280329	.1549888	.3172513	1	.560756	.0419884
"555028"	"CA"	0	0	48	13118.19	3.067084	.0685199	.0522157	.0852537	.2138131	31957.56	.4947848	.0889899	.2717796	.2929364	1	.5052152	.0558551
"055443"	"CA"	17.1875	22	128	12102.12	3.174629	.0592656	.0484082	.0856286	.1574255	32472.87	.5906127	.0478916	.3476403	.2749372	1	.4093873	.0487823
"055464"	"CA"	11	5.5	50	9952.632	3.154746	.0492084	.0435779	.0860666	.1684407	32543.85	.5296859	.0616578	.3069981	.2721884	1	.4703141	.0719216
"555137"	"CA"	0	0	105	12283.66	3.130781	.0586699	.0480674	.0869053	.1848466	32170.21	.5957623	.0526265	.3602616	.2688404	1	.4042377	.0631481
"056174"	"CA"	0	0	80	18793.56	3.25416	.1304905	.110689	.0839963	.2844309	26687.98	.489678	.0803464	.2062819	.3043979	1	.510322	.1423716
"555791"	"CA"	0	0	45	9636.508	3.203985	.0486789	.0400879	.0957531	.1706811	32269.51	.5852284	.0485168	.3428701	.2807317	1	.4147716	.0420645
"056043"	"CA"	6.122449	12	196	14919.14	3.2226	.0740697	.061604	.0926545	.2131758	29039.86	.5017016	.0967414	.2188151	.3038989	1	.4982984	.0739878
"555839"	"CA"	0	0	53	12331.88	2.966753	.0641815	.0552505	.0858889	.1725014	32663.5	.5909837	.0410304	.3433881	.2698565	1	.4090163	.0788068
"056195"	"CA"	3.900709	5.5	141	19907.49	3.006312	.1213473	.1035536	.0939741	.2501827	29641.45	.4858209	.0970687	.2480815	.2774478	1	.5141791	.1336506
"055504"	"CA"	0	0	87	19756.04	2.860795	.1170191	.0952524	.0810723	.209643	30954.44	.4412756	.1548068	.2341405	.2681408	1	.5587244	.1394903
"055181"	"CA"	0	0	151	11279.91	3.337985	.0527043	.0463404	.1036445	.1839905	27574.49	.4522331	.045842	.1944474	.2959617	1	.5477669	.0666108
"055697"	"CA"	15.15152	15	99	13802.32	3.454321	.0631465	.0566322	.1048012	.242312	25702.75	.5232453	.074239	.1610585	.3297054	1	.4767547	.0732241
"555128"	"CA"	6.565657	13	198	12158.14	3.493556	.048296	.0422572	.0946846	.2083873	28507.09	.5094243	.0628131	.1734851	.3225141	1	.4905757	.0622212
"056360"	"CA"	5.612245	5.5	98	7675.361	3.40244	.0314069	.0303142	.1039947	.1388774	31049.32	.5009202	.0472393	.2437773	.3026281	1	.4990798	.0343996
"555852"	"CA"	0	0	231	8123.603	3.506116	.0330267	.0324108	.0974035	.1909218	28877.34	.4969091	.0609708	.2094535	.3193579	1	.5030909	.0329886
"555738"	"CA"	4.135338	5.5	133	14687.03	3.234203	.077473	.0651051	.1109062	.2205371	29384.55	.547219	.0452346	.2931883	.2941877	1	.452781	.0653729
"056267"	"CA"	0	0	99	18425.19	3.026819	.0904623	.0710233	.0875093	.2233144	29335.27	.4026865	.2129759	.1729857	.2978153	1	.5973135	.073652
"555609"	"CA"	11.45833	5.5	48	13957.22	3.185432	.0709452	.0582501	.0978094	.230902	28167.14	.5032986	.0608631	.2661433	.2831896	1	.4967014	.0755526
"056382"	"CA"	16	12	75														
"056337"	"CA"	9.933775	15	151	13398.44	3.552711	.0633534	.0542763	.0939002	.2186366	27212.43	.5464094	.0503648	.2236596	.3151568	1	.4535906	.060652
"056133"	"CA"	20.68966	30	145	11226.79	3.195574	.057275	.0495229	.0966535	.1880721	30955.1	.5554398	.059998	.3004163	.283077	1	.4445602	.0625107
"056167"	"CA"	9.322034	5.5	59	15321.07	3.223756	.082238	.0689264	.0930161	.2543033	28542.45	.3883807	.2337644	.1496604	.3072163	1	.6116194	.0752223
"555904"	"CA"	3.235294	5.5	170														
"555217"	"CA"	5.612245	5.5	98	10383.44	3.385932	.0547572	.0477489	.1061588	.1819306	30348.52	.606083	.0422328	.2999336	.2938476	1	.393917	.0585319
"555004"	"CA"	5.555556	5.5	99														
"056164"	"CA"	4.135338	5.5	133	12126.1	3.253036	.0456783	.0383898	.0932155	.1832088	31176.22	.4662876	.0878365	.2333894	.3067059	1	.5337124	.0447867
"055160"	"CA"	18.64407	11	59	19370.24	2.939387	.1241317	.1011016	.0803812	.2605445	28515.02	.4249292	.1723206	.1922848	.2734897	1	.5750707	.1223837
"056478"	"CA"	3.691275	5.5	149														
"555030"	"CA"	11.22449	5.5	49	14016.57	3.253361	.066556	.0607859	.0861022	.1905556	29014.14	.5124121	.0478483	.2611691	.2908528	1	.4875879	.0877079
"555380"	"CA"	0	0	28	11837.35	2.929867	.0596	.049915	.0879305	.1541177	37410.32	.6226263	.0531794	.4267702	.2501868	1	.3773737	.0604551
"055523"	"CA"	4.044118	5.5	136														
"555119"	"CA"	0	0	78	11895.32	3.127684	.0719089	.0583774	.0909102	.2140212	29769.8	.4744829	.0978166	.2514803	.2769349	1	.5255171	.0848814
"555911"	"CA"	13.75	5.5	40														
"555273"	"CA"	0	0	49	16460.76	3.355197	.1002785	.0880608	.0823987	.3048965	25611.13	.4226243	.1784875	.1330451	.3239982	1	.5773757	.1043334
"056056"	"CA"	3.459119	5.5	159														
"056008"	"CA"	5.913979	5.5	93	14992.1	2.765849	.0986802	.0754131	.0885853	.1687323	36703.36	.5993549	.081795	.3969664	.2486744	1	.4006451	.0962832
"055329"	"CA"	0	0	52	15171.28	3.437824	.074269	.0611571	.1012888	.2240043	27517.39	.4702729	.1272378	.1761965	.3222095	1	.5297271	.0567512
"555897"	"CA"	0	0	96	10995.23	3.43666	.0540139	.0458377	.1001544	.1768594	28042.41	.4584745	.0271764	.1600391	.2998457	1	.5415255	.0564366
"555410"	"CA"	0	0	50														
"056104"	"CA"	0	0	53	11641.81	3.353966	.0406452	.0348087	.0847929	.199148	29651.15	.5205774	.0724914	.2149199	.3133335	1	.4794226	.0420864
"555650"	"CA"	0	0	40	10460.9	3.139893	.0545847	.0464173	.0985017	.1684817	32687.61	.5272012	.0509661	.2875095	.2813619	1	.4727988	.0697614
"555432"	"CA"	7.236842	5.5	76	13692.64	2.966335	.0768763	.0633336	.0922621	.1995223	28941.64	.5339724	.0421869	.3087477	.271029	1	.4660276	.0790511
"056194"	"CA"	0	0	98	14321.17	3.048582	.0911612	.0703919	.0917335	.2372383	30655.12	.463181	.1492007	.2388225	.2814982	1	.536819	.0871027
"056499"	"CA"	4.782609	5.5	115	11182.87	3.042977	.0462616	.0382158	.0875816	.1549771	36207.85	.522061	.0849427	.3162359	.2779741	1	.477939	.0425953
"055288"	"CA"	14.14141	14	99	12344.26	3.024232	.0613164	.0507237	.0860649	.1728907	32282.18	.5985871	.0361426	.4039534	.2696344	1	.4014129	.0713798
"555340"	"CA"	4.741379	5.5	116	14893.85	2.994975	.0866423	.0696849	.0880673	.2157334	31538.55	.4487129	.1757221	.2246223	.2792435	1	.5512872	.0841632
"056206"	"CA"	6.25	5.5	88	17511.6	3.334462	.1114657	.0930236	.0852725	.3140355	25383.25	.449378	.1337344	.1379302	.3215892	1	.550622	.0935091
"056283"	"CA"	5.555556	5.5	99	10998.44	3.24239	.0494336	.0403407	.0955518	.1610303	31749.31	.4784266	.094133	.2500177	.2931892	1	.5215734	.0417976
"055287"	"CA"	5.555556	5.5	99	13982.04	3.134952	.0816416	.069982	.1061576	.2368914	27678.18	.5726194	.045933	.3154325	.2921422	1	.4273806	.0729324
"555849"	"CA"	11	5.5	50	13514.94	3.257933	.0714479	.0591207	.0995227	.2185594	30349.73	.4967218	.1181982	.2469205	.3018707	1	.5032782	.0631682
"055764"	"CA"	5.238095	5.5	105	12300.66	3.444739	.0479648	.0419606	.1022354	.1753496	28749.93	.4793228	.0444428	.1963642	.3126447	1	.5206772	.0529896
"555894"	"CA"	11.22449	5.5	49														
"056378"	"CA"	0	0	99	12943.86	3.262922	.0543588	.0462131	.0923423	.2092673	31208.5	.4986194	.101508	.2426976	.3057046	1	.5013806	.0524789
"055367"	"CA"	23.15789	22	95	8680.18	3.384924	.0350047	.0330182	.104424	.1769613	30411.94	.5077132	.0571825	.2298604	.2902334	1	.4922868	.0450471
"055262"	"CA"	0	0	71	12603.83	3.242203	.0566303	.045884	.0907113	.1978257	31022.6	.4817777	.089982	.2272895	.3125807	1	.5182223	.047478
"056286"	"CA"	11.45833	5.5	48	3698.296	3.283346	.0168197	.0161433	.118882	.2331201	31984.08	.6213803	.1471503	.3707238	.3128964	1	.3786197	.1127416
"056148"	"CA"	5.555556	5.5	99	11540.08	3.192206	.0571506	.0468218	.0993735	.1493473	32639.92	.5614961	.0499714	.3406299	.274754	1	.4385039	.0452364
"055548"	"CA"	5.555556	5.5	99	9952.632	3.154746	.0492084	.0435779	.0860666	.1684407	32543.85	.5296859	.0616578	.3069981	.2721884	1	.4703141	.0719216
"555732"	"CA"	5.555556	5.5	99														
"555338"	"CA"	16.16162	16	99	11895.32	3.127684	.0719089	.0583774	.0909102	.2140212	29769.8	.4744829	.0978166	.2514803	.2769349	1	.5255171	.0848814
"555808"	"CA"	9.027778	13	144	15934.96	2.889973	.0983964	.0807145	.0865533	.2073974	33540.84	.4836568	.1473447	.2811002	.2684394	1	.5163432	.093741
"055126"	"CA"	5.392157	5.5	102	9842.479	3.476853	.0433087	.0363458	.0837341	.2212702	28161.2	.5161738	.0611679	.2337495	.3094595	1	.4838262	.0431231
"055135"	"CA"	20.33898	12	59	10943.87	3.194699	.0628055	.0500118	.0974474	.1692243	33571.51	.5331929	.0383319	.3139915	.2763882	1	.4668071	.0671511
"555823"	"CA"	3.741496	5.5	147	11173.95	3.322786	.0504852	.0432731	.0942748	.1897732	30826.93	.5120793	.0867245	.2469809	.303405	1	.4879207	.053598
"555706"	"CA"	0	0	94	12340.18	3.112205	.0468362	.0402662	.1026446	.1669024	33946.13	.4912859	.0666048	.2624649	.2841416	1	.5087141	.0433929
"056137"	"CA"	16.32653	16	98	19261.16	3.352784	.103526	.0856268	.1096831	.2831896	25313.85	.5069322	.0383248	.2341835	.3195202	1	.4930678	.0811862
"055862"	"CA"	5.555556	5.5	99	11069.82	3.187166	.063872	.0509785	.091597	.2019548	30096.46	.4924823	.0804962	.2602399	.2732583	1	.5075177	.0734794
"05A355"	"CA"	0	0	173														
"056451"	"CA"	5.555556	5.5	99	19756.04	2.860795	.1170191	.0952524	.0810723	.209643	30954.44	.4412756	.1548068	.2341405	.2681408	1	.5587244	.1394903
"555690"	"CA"	23.59551	21	89	11395.79	2.695044	.0595943	.0492684	.0815471	.1325975	40088.59	.6364068	.0572273	.4670745	.2294976	1	.3635932	.0692634
"056351"	"CA"	4.296875	5.5	128	11418.11	3.178228	.062556	.0532828	.0936643	.1821838	31541.69	.5658955	.0484365	.3275951	.2790175	1	.4341045	.0673024
"055473"	"CA"	4.741379	5.5	116														
"055394"	"CA"	0	0	99	8338.402	3.417013	.0265575	.0291982	.0930101	.1755843	29941.76	.5358074	.0605453	.2590965	.3183858	1	.4641926	.0304131
"056080"	"CA"	8.461538	11	130	10767.31	3.117512	.0589514	.0505744	.0891823	.1734456	33073.81	.5022379	.0523937	.2808343	.273375	1	.4977621	.0660567
"056111"	"CA"	0	0	94	14921.61	3.04808	.0732879	.0633267	.0866549	.2169174	30269.57	.5510191	.059578	.3118353	.2823024	1	.4489809	.092511
"056228"	"CA"	5.555556	5.5	99	8489.281	3.414581	.0375813	.0343591	.0977645	.1534799	31370.29	.4973843	.048765	.2349363	.2956468	1	.5026157	.0457812
"555815"	"CA"	0	0	45	11741.65	3.195225	.0590914	.0485081	.0897995	.1791864	30153.68	.6166695	.0438457	.334828	.2906451	1	.3833305	.0703164
"555456"	"CA"	0	0	199	5407.565	3.230785	.0237403	.021822	.0949572	.236612	30283.35	.5803403	.1401188	.3170977	.3113391	1	.4196597	.1196416
"055710"	"CA"	23.45679	19	81														
"055142"	"CA"	5.555556	5.5	99	10457.02	3.128923	.0570127	.0487618	.0963365	.1492691	32865.55	.5920191	.0419082	.3478858	.2836275	1	.4079809	.0558727
"555065"	"CA"	20.20202	20	99	15009.54	3.036967	.0993749	.0821025	.09059	.2475232	28258.74	.4364575	.2075454	.1879606	.294406	1	.5635425	.1079267
"555165"	"CA"	0	0	59	15659.64	3.19456	.0983412	.0847698	.1106241	.217715	28534.38	.4997057	.0360357	.2352194	.2949294	1	.5002943	.0965038
"555881"	"CA"	0	0	73	12763.57	3.208189	.0538179	.0452728	.0952031	.2076038	29321.31	.4043452	.1534556	.1774184	.3053058	1	.5956548	.052739
"055711"	"CA"	0	0	59	13121.21	2.763382	.0706986	.057761	.0808363	.153173	39382.75	.5646304	.0949001	.3801733	.2479469	1	.4353696	.0742519
"555374"	"CA"	0	0	59	11505.23	3.638909	.0511109	.0467524	.1060024	.2209612	25110.35	.4459775	.0510997	.1533046	.3230247	1	.5540226	.062037
"555729"	"CA"	0	0	117	10756.15	3.493047	.0464303	.0423145	.0945831	.1858543	28463.52	.4707344	.031999	.1856235	.3061772	1	.5292656	.049007
"555061"	"CA"	11.45833	5.5	48	14950.19	2.825348	.1101642	.0792303	.0762799	.1881929	36679.07	.4840583	.1666029	.3117551	.2571843	1	.5159417	.1114894
"056190"	"CA"	5.188679	5.5	106	14354.91	3.004939	.0740933	.0604744	.0975525	.1921592	30716.35	.6104144	.0323244	.3951343	.2743882	1	.3895856	.085938
"056083"	"CA"	0	0	74	6962.517	3.238608	.0302352	.028995	.0985348	.1570109	32455.7	.5770047	.0538541	.3128823	.2977211	1	.4229953	.0417129
"056218"	"CA"	27.27273	27	99	15833.71	3.599327	.0775458	.0655542	.0966706	.2608621	26041.12	.5707061	.0512079	.1487693	.3430848	1	.4292939	.065051
"055341"	"CA"	20	15	75	14103.4	3.121506	.0680331	.0584244	.0961672	.2054946	31406.27	.5117756	.0579192	.2721214	.2718025	1	.4882244	.0636217
"055045"	"CA"	7.142858	11	154	10848.48	3.454362	.0573449	.0487786	.0793576	.2117367	30063.66	.5596954	.0588634	.214219	.3190981	1	.4403046	.0524134
"056242"	"CA"	0	0	114	19211.71	3.029383	.1453393	.122171	.0855233	.2462782	28495.78	.4764218	.0682912	.2292517	.2835438	1	.5235782	.1543134
"555616"	"CA"	0	0	28	13066.69	3.058679	.0685232	.0555397	.0885828	.2025382	28909.13	.5715798	.0454175	.3424384	.2750783	1	.4284202	.0790915
"05A331"	"CA"	0	0	27														
"555429"	"CA"	0	0	54	11354.34	3.128056	.0642333	.054753	.0921287	.187524	32695.33	.5201075	.0621628	.2842352	.2722754	1	.4798925	.0744631
"555039"	"CA"	0	0	66	14756.27	2.841208	.0914575	.0711984	.0841886	.203089	36937.76	.5534692	.0851418	.3549361	.2538052	1	.4465308	.0887952
"555117"	"CA"	0	0	99	15469.05	2.888571	.1054669	.0846771	.0897458	.200743	31705.02	.5490108	.0522019	.3268304	.2542694	1	.4509892	.1143617
"555574"	"CA"	9.848485	13	132	12704.03	3.205052	.063207	.0510049	.1077285	.1694282	32031.07	.572718	.0437866	.3422186	.2766778	1	.427282	.0552128
"056117"	"CA"	0	0	126	9057.359	3.440357	.0425136	.0384774	.0972023	.1781364	30285.66	.5048919	.0462377	.2284669	.3057222	1	.4951081	.0531309
"555368"	"CA"	11.11111	11	99	16823.95	3.17137	.100096	.0822117	.0847827	.256763	27138.95	.3965564	.2207162	.1410341	.310298	1	.6034436	.0792977
"056438"	"CA"	13.41463	5.5	41	17155.27	3.025182	.1240779	.1015216	.0941096	.2810059	28932	.3603464	.2401779	.1518025	.3023422	1	.6396536	.11565
"055060"	"CA"	0	0	93	13885.55	2.878227	.0823107	.0657434	.0913916	.1803555	34942.53	.545737	.0833769	.3305489	.2563852	1	.454263	.0832061
"056456"	"CA"	0	0	99	20499.15	2.862782	.1559892	.1275989	.0876114	.2455835	26813.7	.4769144	.0626133	.2856622	.2649412	1	.5230856	.1729298
"055104"	"CA"	6.790123	5.5	81	11303.33	3.649176	.0504776	.0447177	.0869734	.218308	26526.96	.4244558	.0375273	.1349202	.3204035	1	.5755442	.0570064
"055141"	"CA"	9.459459	14	148	11553.25	3.63354	.0479272	.0438078	.1023007	.2094292	25862.59	.4271032	.0249046	.1307926	.3248223	1	.5728968	.0565093
"555054"	"CA"	11.22449	5.5	49	16378.93	2.756813	.0885165	.0713865	.1017126	.1873369	35577.38	.5160852	.1285577	.3294678	.2488651	1	.4839148	.0943874
"055202"	"CA"	0	0	99	9364.179	3.617735	.0359397	.0354725	.1088512	.1946568	28484.9	.4245441	.0339542	.1287581	.3060972	1	.5754559	.0449733
"056415"	"CA"	14.14141	14	99	14779.29	3.605664	.0693828	.0601407	.0933391	.2710298	26153.58	.4659049	.115512	.1313086	.3394774	1	.5340952	.0526351
"055441"	"CA"	5.612245	5.5	98	11175.55	3.216955	.040819	.0351613	.1100623	.1831631	28761.87	.4140202	.0433294	.1977093	.278253	1	.5859798	.0380624
"055070"	"CA"	6.875	5.5	80	11493.79	3.071547	.0509057	.0406791	.0927481	.1839261	34429.05	.5241762	.0698397	.2783045	.3058686	1	.4758238	.0499442
"555112"	"CA"	23.25582	20	86	9718.411	3.657465	.0423524	.0362525	.0835134	.1807452	28290.54	.5229117	.0309088	.1455499	.3323973	1	.4770883	.0504644
"056113"	"CA"	13.55932	24	177	11718.63	3.087928	.0658087	.0557632	.0962286	.1926651	31658.6	.5702502	.0622794	.3359653	.2800666	1	.4297498	.0757001
"555441"	"CA"	0	0	69	12417.85	3.292764	.0573202	.0465535	.0997974	.2053964	29968.3	.4186937	.1372157	.1772568	.3084527	1	.5813063	.056486
"555132"	"CA"	0	0	72	16271.15	3.173906	.087384	.0723574	.0874326	.2268032	27420.63	.5772136	.0439431	.2796413	.2854832	1	.4227864	.0920865
"055146"	"CA"	0	0	92	11099.88	3.096	.0456383	.0390071	.0858627	.2017954	28593.12	.6389094	.0444841	.3844844	.2934439	1	.3610906	.0616187
"555011"	"CA"	0	0	49	12027.87	3.233217	.0714567	.0613845	.094538	.1799714	30716.3	.6010537	.047153	.3291881	.2805578	1	.3989463	.0695819
"555306"	"CA"	0	0	98	12950.99	3.26623	.058969	.0474544	.1022635	.2028664	30218.82	.3996648	.123148	.1700132	.3080741	1	.6003351	.0568292
"555686"	"CA"	3.038674	5.5	181	14585.51	3.099457	.0799601	.0664761	.0978626	.2113606	29807.69	.5325061	.0645638	.2803238	.2807598	1	.4674939	.0825343
"055540"	"CA"	9.322034	5.5	59	15934.96	2.889973	.0983964	.0807145	.0865533	.2073974	33540.84	.4836568	.1473447	.2811002	.2684394	1	.5163432	.093741
"055856"	"CA"	11	5.5	50	11345.81	3.063825	.0536631	.0406573	.0768021	.2326573	29943.94	.6212651	.0464068	.3688608	.2908505	1	.3787349	.067933
"555599"	"CA"	0	0	40	10875.1	3.035698	.0440868	.0363106	.0867642	.1488578	37020.52	.5073467	.0848992	.3099824	.2783189	1	.4926533	.0373649
"055995"	"CA"	4.583333	5.5	120														
"055032"	"CA"	13.7931	12	87	11173.8	3.209119	.0444076	.0363756	.0976672	.1841011	30308.55	.4459252	.1123831	.2179876	.3012699	1	.5540748	.0484401
"055119"	"CA"	0	0	49	16198.68	3.087997	.115291	.089475	.0809488	.2354436	28732.72	.4780457	.1456292	.237917	.2797754	1	.5219543	.0989421
"055449"	"CA"	5.555556	5.5	99	8720.495	3.429146	.0358017	.0330238	.1014194	.1595963	29698.9	.4787278	.044578	.2164574	.3047943	1	.5212722	.0422966
"055261"	"CA"	0	0	62	6954.512	3.241566	.0264697	.026104	.0986838	.1584256	33574.29	.5758818	.0590192	.31871	.2971061	1	.4241182	.0311611
"056466"	"CA"	15.30612	15	98	10997.68	3.631612	.0538802	.0493025	.0895465	.1832912	28675.81	.4130904	.0382329	.1556491	.3126903	1	.5869097	.0630157
"056079"	"CA"	1.608187	5.5	342														
"056220"	"CA"	0	0	135	16057.67	3.713	.0686273	.0585205	.0871465	.2678294	25122.47	.5761048	.0539511	.1250397	.3543048	1	.4238952	.0587188
"056166"	"CA"	13.46154	14	104	13476.85	3.554015	.0622001	.0549783	.1019966	.2420061	27027.94	.4784074	.101358	.1538873	.3241864	1	.5215926	.0545163
"555578"	"CA"	0	0	94														
"055748"	"CA"	12.5	5.5	44	12661.31	2.905388	.0673959	.056588	.0885716	.190093	33826.21	.5249824	.1465924	.3113395	.2675799	1	.4750176	.0603586
